"","EventID","year","month","day","hour","minute","second","epi_lon","epi_lat","depth","Mw","Intensitylocation","lon","lat","Source","ConservativeInt","LeastInt","MeanInt","R_epi"
"1",127,37,1,1,1,1,1,36.3,36,10,6.2,"Antioch",36.16,36.2,"Sbeinati et al. 2005",8,7,7.5,25.5019747855888
"4",138,53,1,1,1,1,1,36.5,36.2,30,6.6,"Antioch",36.16,36.2,"Sbeinati et al. 2005",8,7,7.5,30.578043700521
"5",138,53,1,1,1,1,1,36.5,36.2,30,6.6,"Afamia",36.58,35.06,"Sbeinati et al. 2005",7,6,6.5,126.553520871036
"6",138,53,1,1,1,1,1,36.5,36.2,30,6.6,"Manbej",37.95,36.53,"Sbeinati et al. 2005",7,6,6.5,135.173768524658
"7",138,53,1,1,1,1,1,36.5,36.2,30,6.6,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,6,6.5,98.70619367863
"8",123,303,1,1,1,1,1,34.3,33.8,20,7.1,"Sidon",35.61,33.49,"Sbeinati et al. 2005",8,8,8,126.283706255419
"9",123,303,1,1,1,1,1,34.3,33.8,20,7.1,"Tyre",35.2,33.27,"Sbeinati et al. 2005",8,8,8,102.155463307206
"11",126,363,5,19,1,1,1,35.4,31.5,10,7.4,"Panyas",35.69,33.25,"Sbeinati et al. 2005",7,7,7,195.743139678698
"12",129,457,9,14,1,1,1,36.1,36.1,10,6.3,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,6,6.5,185.597231137512
"13",133,494,1,1,1,1,1,36.3,35.8,25,6.5,"Antioch",36.16,36.2,"Sbeinati et al. 2005",7,7,7,46.0969875192915
"14",133,494,1,1,1,1,1,36.3,35.8,25,6.5,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,6,6.5,156.683729249176
"15",133,494,1,1,1,1,1,36.3,35.8,25,6.5,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,6,6.5,55.7870582135231
"17",134,502,8,22,1,1,1,34.8,33,30,7.2,"Akka",35.08,32.93,"Sbeinati et al. 2005",8,8,8,27.3014894729154
"18",134,502,8,22,1,1,1,34.8,33,30,7.2,"Tyre",35.2,33.27,"Sbeinati et al. 2005",8,7,7.5,47.8295400339723
"19",134,502,8,22,1,1,1,34.8,33,30,7.2,"Sidon",35.61,33.49,"Sbeinati et al. 2005",8,7,7.5,92.9766043701684
"20",134,502,8,22,1,1,1,34.8,33,30,7.2,"Beirut",35.5,33.89,"Sbeinati et al. 2005",7,7,7,118.141314897629
"21",134,502,8,22,1,1,1,34.8,33,30,7.2,"Safad",35.5,32.96,"Sbeinati et al. 2005",6,6,6,65.5817453024226
"22",134,502,8,22,1,1,1,34.8,33,30,7.2,"Reina",35.32,32.72,"Sbeinati et al. 2005",6,6,6,57.7142647168873
"23",139,531,1,1,1,1,1,37.2,35.5,15,6.5,"Homs",36.72,34.77,"Sbeinati et al. 2005",7,6,6.5,91.967886469196
"24",139,531,1,1,1,1,1,37.2,35.5,15,6.5,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",7,6,6.5,78.8220516575229
"25",139,531,1,1,1,1,1,37.2,35.5,15,6.5,"Antioch",36.16,36.2,"Sbeinati et al. 2005",6,6,6,121.839869727181
"26",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Beirut",35.5,33.89,"Sbeinati et al. 2005",10,9,9.5,1.10792670614571
"27",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Sur",35.2,33.27,"Sbeinati et al. 2005",10,9,9.5,75.1460764512387
"28",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",10,9,9.5,67.1228556660887
"29",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Byblus",35.65,34.12,"Sbeinati et al. 2005",10,9,9.5,28.0378814604152
"30",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Al-Batron",35.66,34.25,"Sbeinati et al. 2005",10,9,9.5,41.4957258896585
"31",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Shaqa",35.73,34.32,"Sbeinati et al. 2005",10,9,9.5,51.1449630210642
"32",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Sarfand",35.29,33.45,"Sbeinati et al. 2005",8,7,7.5,53.5230651755313
"33",140,551,7,9,1,1,1,35.5,33.9,15,7.2,"Sidon",35.61,33.49,"Sbeinati et al. 2005",8,7,7.5,46.5540365704987
"35",143,565,1,1,1,1,1,36.2,36,30,6.1,"Antioch",36.16,36.2,"Sbeinati et al. 2005",7,6,6.5,22.4587006886258
"36",143,565,1,1,1,1,1,36.2,36,30,6.1,"Seleucea",35.92,36.12,"Sbeinati et al. 2005",7,6,6.5,28.5182225975939
"37",143,565,1,1,1,1,1,36.2,36,30,6.1,"Anazrabo",35.91,37.26,"Sbeinati et al. 2005",6,6,6,142.060489371094
"39",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Mount Tabor",35.39,32.69,"Sbeinati et al. 2005",9,7,8,28.8367478758693
"41",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Bosra",36.47,32.52,"Sbeinati et al. 2005",7,7,7,81.7805309699484
"42",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Nawa",36.04,32.89,"Sbeinati et al. 2005",8,8,8,59.7373335090686
"43",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Balqa",35.77,32.06,"Sbeinati et al. 2005",8,8,8,51.2977797724497
"44",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Al-Quds",35.23,31.78,"Sbeinati et al. 2005",7,7,7,87.050285356236
"45",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Beit Qubayeh",36.29,33.51,"Sbeinati et al. 2005",8,7,7.5,129.130606634949
"46",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Tabaryya",35.53,32.8,"Sbeinati et al. 2005",7,7,7,33.872728410154
"49",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Darayya",36.25,33.45,"Sbeinati et al. 2005",6,6,6,121.515572747679
"50",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Damascus",36.29,33.51,"Sbeinati et al. 2005",6,5,5.5,129.130606634949
"51",150,747,1,18,1,1,1,35.6,32.5,25,7.2,"Daraa",36.11,32.63,"Sbeinati et al. 2005",6,5,5.5,50.0113219164026
"53",156,847,4,1,1,1,1,36.3,33.5,10,6.1,"Damascus",36.29,33.51,"Sbeinati et al. 2005",7,7,7,1.44591262261598
"54",156,847,4,1,1,1,1,36.3,33.5,10,6.1,"Homs",36.72,34.77,"Sbeinati et al. 2005",7,7,7,145.947920629943
"58",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Damascus",36.29,33.51,"Sbeinati et al. 2005",8,7,7.5,98.6109439201942
"59",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Al-Ghouta",36.7,34.73,"Sbeinati et al. 2005",8,7,7.5,51.8121328333686
"60",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Al-Mazzeh",36.26,33.5,"Sbeinati et al. 2005",7,7,7,99.7829827884813
"61",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Beit Lahya",35.8,33.48,"Sbeinati et al. 2005",7,7,7,111.92103663929
"62",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Darayya",36.25,33.45,"Sbeinati et al. 2005",7,7,7,105.355129955304
"63",157,847,11,24,1,1,1,36.3,34.4,35,7.5,"Antioch",36.16,36.2,"Sbeinati et al. 2005",6,6,6,199.886659189891
"65",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Antioch",36.16,36.2,"Sbeinati et al. 2005",8,8,8,59.4980673016337
"66",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",8,8,8,59.2473022948858
"67",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Jableh",35.97,35.16,"Sbeinati et al. 2005",8,8,8,71.4573322303823
"68",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Homs",36.72,34.77,"Sbeinati et al. 2005",7,7,7,107.100554583847
"70",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Tarsus",34.9,36.93,"Sbeinati et al. 2005",6,6,6,191.654422835031
"71",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Balis",38.04,35.96,"Sbeinati et al. 2005",6,6,6,150.958980100799
"73",159,859,12,30,1,1,1,36.4,35.7,33,7.4,"Adana",35.32,37,"Sbeinati et al. 2005",6,6,6,173.670459057491
"79",164,991,4,5,1,1,1,36.2,33.3,22,6.5,"Baalbak",36.21,34,"Sbeinati et al. 2005",9,8,8.5,77.5568068089923
"80",164,991,4,5,1,1,1,36.2,33.3,22,6.5,"Damascus",36.29,33.51,"Sbeinati et al. 2005",8,7,7.5,24.7248489741032
"82",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.45,31.87,"Guidoboni & Comastri 2005",NA,NA,9.5,20.2107907828095
"83",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.25,32.22,"Guidoboni & Comastri 2005",NA,NA,9,41.0472590675266
"84",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",34.87,31.93,"Guidoboni & Comastri 2005",NA,NA,9,69.4401780001206
"85",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.07,32.92,"Guidoboni & Comastri 2005",NA,NA,8.5,113.431753845472
"86",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.23,31.77,"Guidoboni & Comastri 2005",NA,NA,8.5,43.2927371061201
"87",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.1,31.53,"Guidoboni & Comastri 2005",NA,NA,8,70.376937863606
"88",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",34.53,31.65,"Guidoboni & Comastri 2005",NA,NA,7.5,108.461334012516
"89",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.7,33.23,"Guidoboni & Comastri 2005",NA,NA,7.5,136.564957028416
"90",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",35.53,32.8,"Guidoboni & Comastri 2005",NA,NA,7.5,88.8535538759411
"91",167,1033,12,5,NA,NA,NA,35.6,32,10,6.5,"",34.47,31.5,"Guidoboni & Comastri 2005",NA,NA,6.5,120.536564319724
"92",17,1046,7,8,1,1,1,40,39,10,7.9,"Diyar Bakr",40.52,37.54,"Sbeinati et al. 2005",7,7,7,168.168289722517
"94",18,1063,7,30,1,1,1,36.2,34.4,32,6.9,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",8,7,7.5,34.3007472417904
"95",18,1063,7,30,1,1,1,36.2,34.4,32,6.9,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",6,5,5.5,130.963862748909
"96",18,1063,7,30,1,1,1,36.2,34.4,32,6.9,"Acre",35.08,32.93,"Sbeinati et al. 2005",6,5,5.5,193.160869007277
"97",18,1063,7,30,1,1,1,36.2,34.4,32,6.9,"Sur",35.2,33.27,"Sbeinati et al. 2005",6,5,5.5,155.694005448126
"98",18,1063,7,30,1,1,1,36.2,34.4,32,6.9,"Antioch",36.16,36.2,"Sbeinati et al. 2005",5,5,5,199.513922830596
"99",169,1068,3,18,NA,NA,NA,34.6,29.6,10,6.9,"",34.95,29.55,"Guidoboni & Comastri 2005",NA,NA,10,34.3618991346059
"111",170,1068,5,29,NA,NA,NA,35.6,32.6,10,7,"",34.87,31.93,"Guidoboni & Comastri 2005",NA,NA,10,101.180310014905
"112",170,1068,5,29,NA,NA,NA,35.6,32.6,10,7,"",35.7,33.23,"Guidoboni & Comastri 2005",NA,NA,9,70.4105504970862
"113",170,1068,5,29,NA,NA,NA,35,32.6,10,7,"",35.23,31.77,"Guidoboni & Comastri 2005",NA,NA,8,94.4522575854197
"114",171,1091,9,26,NA,NA,NA,36.1,36.3,10,5.8,"",36.12,36.23,"Guidoboni & Comastri 2005",NA,NA,8.5,7.96446319270875
"116",21,1094,6,1,1,1,1,36.2,33.3,10,5.2,"Damascus",36.29,33.51,"Sbeinati et al. 2005",6,5,5.5,24.7248489741032
"119",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",36.92,37.6,"Guidoboni & Comastri 2005",NA,NA,10.5,64.0873164180394
"120",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",37.63,36.77,"Guidoboni & Comastri 2005",NA,NA,10,69.8935943653125
"122",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",38.28,37.77,"Guidoboni & Comastri 2005",NA,NA,9.5,72.7331934109541
"123",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",37.85,37.57,"Guidoboni & Comastri 2005",NA,NA,9,29.0538115993944
"124",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",38.52,37.5,"Guidoboni & Comastri 2005",NA,NA,9,82.1567519369811
"127",173,1114,11,13,NA,NA,NA,37.6,37.4,40,7.4,"",38.77,37.13,"Guidoboni & Comastri 2005",NA,NA,8,108.01076311721
"129",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",36.82,36.72,"Guidoboni & Comastri 2005",NA,NA,10,19.7813101677043
"130",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",36.82,36.13,"Guidoboni & Comastri 2005",NA,NA,8.5,66.1918610315439
"131",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",37.63,36.77,"Guidoboni & Comastri 2005",NA,NA,8.5,92.3253997838688
"132",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",38.12,36.67,"Guidoboni & Comastri 2005",NA,NA,8.5,135.893062451259
"133",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",36.58,36.5,"Guidoboni & Comastri 2005",NA,NA,8.5,22.2422594266278
"134",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",36.75,36.05,"Guidoboni & Comastri 2005",NA,NA,8.5,73.2962787461902
"135",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",37.17,36.23,"Guidoboni & Comastri 2005",NA,NA,8,72.9681022918809
"136",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",37.58,36.37,"Guidoboni & Comastri 2005",NA,NA,7.5,95.0775074163331
"137",175,1138,10,11,NA,NA,NA,36.6,36.7,10,7.1,"",36.52,36.2,"Guidoboni & Comastri 2005",NA,NA,7,55.8858344214715
"139",28,1151,9,28,1,1,1,36.7,32.6,12,6,"Bosra",36.47,32.52,"Sbeinati et al. 2005",7,7,7,23.3471753020014
"140",28,1151,9,28,1,1,1,36.7,32.6,12,6,"Hauran",36.33,32.43,"Sbeinati et al. 2005",7,7,7,39.5373217270546
"141",177,1156,10,13,NA,NA,NA,36.6,35.4,10,5.5,"",36.4,35.42,"Guidoboni & Comastri 2005",NA,NA,7,18.3008104297137
"143",178,1156,12,9,NA,NA,NA,37.6,36.2,10,6,"",37.17,36.23,"Guidoboni & Comastri 2005",NA,NA,8,38.8075629004363
"144",178,1156,12,9,NA,NA,NA,37.6,36.2,10,6,"",36.73,35.15,"Guidoboni & Comastri 2005",NA,NA,6,140.518660176355
"145",178,1156,12,9,NA,NA,NA,37.6,36.2,10,6,"",36.58,35.52,"Guidoboni & Comastri 2005",NA,NA,6,119.027866339682
"146",178,1156,12,9,NA,NA,NA,37.6,36.2,10,6,"",36.57,35.27,"Guidoboni & Comastri 2005",NA,NA,6,138.944887142084
"148",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Damascus",36.29,33.51,"Sbeinati et al. 2005",6,5,5.5,198.59591859249
"149",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Hama",36.75,35.13,"Sbeinati et al. 2005",9,8,8.5,37.0192711349242
"150",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Shaizar",36.56,35.26,"Sbeinati et al. 2005",9,8,8.5,15.2161808967274
"151",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Kafar Tab",36.71,34.73,"Sbeinati et al. 2005",9,8,8.5,69.2126438518047
"152",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Afamia",36.58,35.06,"Sbeinati et al. 2005",9,8,8.5,31.2442873246734
"153",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Arqa",36.05,34.53,"Sbeinati et al. 2005",9,8,8.5,91.1241278142101
"154",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",8,7,7.5,121.544054719851
"155",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Homs",36.72,34.77,"Sbeinati et al. 2005",8,7,7.5,65.5907847375057
"156",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",8,7,7.5,61.811540564904
"157",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",8,7,7.5,108.618233466787
"158",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Antioch",36.16,36.2,"Sbeinati et al. 2005",8,7,7.5,102.083556743166
"159",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Shmemis",37.01,35.04,"Sbeinati et al. 2005",8,7,7.5,62.5956879563591
"160",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Qalaat Al-Hosn",36.29,34.76,"Sbeinati et al. 2005",8,7,7.5,60.6771145881533
"161",29,1157,8,12,1,1,1,36.4,35.3,15,7,"Maarret Anooman",36.67,35.64,"Sbeinati et al. 2005",7,6,6.5,44.94864649503
"162",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.08,34.53,"Guidoboni & Comastri 2005",NA,NA,10,51.2764028304004
"164",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.23,34.53,"Guidoboni & Comastri 2005",NA,NA,10,38.8117817352387
"165",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",35.85,34.43,"Guidoboni & Comastri 2005",NA,NA,10,75.0472899829465
"167",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.2,34.33,"Guidoboni & Comastri 2005",NA,NA,9,55.0441721077385
"168",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.42,34.93,"Guidoboni & Comastri 2005",NA,NA,9,30.3445333072149
"169",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",35.92,35.35,"Guidoboni & Comastri 2005",NA,NA,9,95.0754332645294
"170",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.73,35.15,"Guidoboni & Comastri 2005",NA,NA,9,51.2616904161291
"172",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.72,34.73,"Guidoboni & Comastri 2005",NA,NA,9,11.4840803892689
"173",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.32,34.77,"Guidoboni & Comastri 2005",NA,NA,9,26.7902747819309
"174",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",35.78,35.52,"Guidoboni & Comastri 2005",NA,NA,9,117.66757671803
"175",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",35.95,35.15,"Guidoboni & Comastri 2005",NA,NA,9,77.5493941260773
"176",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.57,35.27,"Guidoboni & Comastri 2005",NA,NA,9,63.2243974583876
"177",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.12,34.82,"Guidoboni & Comastri 2005",NA,NA,8.5,45.913489738692
"178",180,1170,6,29,NA,NA,NA,36.6,34.7,35,7.1,"",36.32,33.5,"Guidoboni & Comastri 2005",NA,NA,7.5,135.443351737842
"190",31,1182,1,1,1,1,1,36.7,32.6,10,6.5,"Bosra",36.47,32.52,"Sbeinati et al. 2005",7,7,7,23.3471753020014
"191",31,1182,1,1,1,1,1,36.7,32.6,10,6.5,"Nablus",35.26,32.23,"Sbeinati et al. 2005",6,6,6,141.515881465728
"192",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Mount Lebanon",36.12,34.3,"Sbeinati et al. 2005",9,9,9,48.7469345032975
"193",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Baalbak",36.21,34,"Sbeinati et al. 2005",9,9,9,30.7232416739054
"194",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Tyre",35.2,33.27,"Sbeinati et al. 2005",9,9,9,95.361771407306
"196",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Beit Jin",35.91,33.31,"Sbeinati et al. 2005",9,9,9,65.3706622415935
"199",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Damascus",36.29,33.51,"Sbeinati et al. 2005",8,8,8,56.3380664996781
"200",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Safita",36.12,34.82,"Sbeinati et al. 2005",7,7,7,103.927788615489
"201",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Akka",35.08,32.93,"Sbeinati et al. 2005",7,7,7,131.77338214967
"204",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",8,8,8,60.1782599352252
"205",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Safad",35.5,32.96,"Sbeinati et al. 2005",7,7,7,110.579991668986
"208",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Al-Batron",35.66,34.25,"Sbeinati et al. 2005",7,7,7,44.6601076512142
"209",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Jbeil",35.65,34.12,"Sbeinati et al. 2005",7,7,7,33.5772995083611
"210",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Beirut",35.5,33.89,"Sbeinati et al. 2005",7,7,7,37.0158852815607
"211",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Marqab",35.95,35.15,"Sbeinati et al. 2005",7,7,7,138.58359801664
"212",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Hosn Al-Akrad",36.29,34.76,"Sbeinati et al. 2005",7,7,7,101.823957678123
"213",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Barin",36.44,34.88,"Sbeinati et al. 2005",7,7,7,119.402354775563
"214",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Homs",36.72,34.77,"Sbeinati et al. 2005",7,7,7,122.416708179356
"215",32,1202,5,20,1,1,1,35.9,33.9,30,7,"Tartus",35.94,34.35,"Sbeinati et al. 2005",6,6,6,49.995242520358
"225",182,1212,5,1,NA,NA,NA,35,30,10,7,"",34.95,29.55,"Guidoboni & Comastri 2005",NA,NA,9.5,50.0529271755754
"226",182,1212,5,1,NA,NA,NA,35,30,10,7,"",35.7,31.18,"Guidoboni & Comastri 2005",NA,NA,8,146.893551049435
"228",182,1212,5,1,NA,NA,NA,35,30,10,7,"",35.57,30.53,"Guidoboni & Comastri 2005",NA,NA,8,80.3236201810684
"229",34,1287,3,22,1,1,1,35.8,35.5,10,6,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",8,7,7.5,3.78758970563188
"230",183,1293,1,11,NA,NA,NA,35.6,31.5,10,6,"",35.7,31.18,"Guidoboni & Comastri 2005",NA,NA,9,36.6922318021975
"231",183,1293,1,11,NA,NA,NA,35.6,31.5,10,6,"",34.9,31.95,"Guidoboni & Comastri 2005",NA,NA,8,82.9746454919479
"232",183,1293,1,11,NA,NA,NA,35.6,31.5,10,6,"",35.6,30.83,"Guidoboni & Comastri 2005",NA,NA,9.5,74.1932937634372
"233",183,1293,1,11,NA,NA,NA,35.6,31.5,10,6,"",34.87,31.93,"Guidoboni & Comastri 2005",NA,NA,8,83.9957108705048
"234",183,1293,1,11,NA,NA,NA,35.6,31.5,10,6,"",34.47,31.5,"Guidoboni & Comastri 2005",NA,NA,8,107.352178474817
"235",183,1293,1,11,NA,NA,NA,35.4,31.5,10,6,"",35.35,32.37,"Guidoboni & Comastri 2005",NA,NA,7,96.4700887933185
"236",37,1322,1,20,1,1,1,36.3,33.5,10,5.2,"Damascus",36.29,33.51,"Sbeinati et al. 2005",5,5,5,1.44591262261598
"237",38,1339,1,1,1,1,1,35.5,34.3,10,6.9,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,7,7,34.0881367636029
"238",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.17,36.23,"Guidoboni & Comastri 2005",NA,NA,9,73.9978136162039
"239",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.2,36.3,"Guidoboni & Comastri 2005",NA,NA,9,65.9883473511814
"240",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.88,37.7,"Guidoboni & Comastri 2005",NA,NA,9,102.824112999997
"241",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.07,36.83,"Guidoboni & Comastri 2005",NA,NA,9,47.4069544645873
"242",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.98,37.05,"Guidoboni & Comastri 2005",NA,NA,9,43.7539812115592
"244",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.35,37.07,"Guidoboni & Comastri 2005",NA,NA,9,37.3085650307865
"246",185,1344,1,3,NA,NA,NA,37.6,36.8,30,6.7,"",37.95,36.52,"Guidoboni & Comastri 2005",NA,NA,9,44.0746860429602
"249",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Qalaat Blatnes",36.1,35.54,"Sbeinati et al. 2005",8,8,8,19.912821049262
"250",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Bkas",36.28,35.86,"Sbeinati et al. 2005",8,8,8,19.15163039754
"251",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"West of Aleppo",37.15,36.21,"Sbeinati et al. 2005",8,7,7.5,102.665577120278
"252",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Qalaat Al-Marqeb",35.95,35.15,"Sbeinati et al. 2005",8,7,7.5,65.0446059876864
"253",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Tripoli",35.83,34.44,"Sbeinati et al. 2005",7,7,7,143.650215077157
"254",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,7,7,42.4608129655858
"255",42,1404,2,20,1,1,1,36.2,35.7,30,7.2,"Jableh",35.97,35.16,"Sbeinati et al. 2005",7,7,7,63.3853993021151
"256",43,1404,11,5,1,1,1,37.2,36.2,30,4.8,"Aleppo",37.15,36.21,"Sbeinati et al. 2005",5,5,5,4.63108659185159
"257",44,1407,4,29,10,0,0,36.3,35.7,10,7,"Antioch",36.16,36.2,"Sbeinati et al. 2005",7,7,7,56.8394448080128
"258",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Shugr",36.28,35.86,"Sbeinati et al. 2005",9,8,8.5,17.5711905672687
"259",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Bkas",36.28,35.86,"Sbeinati et al. 2005",9,8,8.5,17.5711905672687
"260",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Blatnes",36.1,35.54,"Sbeinati et al. 2005",8,8,8,28.8159527597683
"261",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Lattakia",35.78,35.53,"Sbeinati et al. 2005",7,7,7,41.6524786905718
"262",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Jableh",35.97,35.16,"Sbeinati et al. 2005",7,7,7,71.9033758795211
"263",45,1408,12,29,1,1,1,36.1,35.8,25,7.2,"Antioch",36.16,36.2,"Sbeinati et al. 2005",7,7,7,44.6639159006912
"264",186,1408,12,29,NA,NA,NA,36.6,35.7,25,7.2,"",36.28,35.83,"Guidoboni & Comastri 2005",NA,NA,10,32.3262008768566
"265",186,1408,12,29,NA,NA,NA,36.6,35.7,25,7.2,"",35.92,35.35,"Guidoboni & Comastri 2005",NA,NA,8,72.860076730499
