"X","EventID","year","month","day","hour","minute","second","epi_lon","epi_lat","depth","Mw","Intensitylocation","lon","lat","Source","ConservativeInt","LeastInt","MeanInt","R_epi","R_hyp","bin"
"369",503,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Abadia",35.55,32.68,"Zohar & Marco 2012",NA,NA,7,97.5810355670193,98.7271923146399,6
"370",504,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ajloon",35.74,32.33,"Zohar & Marco 2012",NA,NA,8,62.9224824609304,64.6856923828299,6
"371",505,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Gaza",34.46,31.5,"Zohar & Marco 2012",NA,NA,6.5,104.088306293635,105.163565492416,6
"372",506,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Azraa'",36.24,32.85,"Zohar & Marco 2012",NA,NA,6,135.57163658174,136.398931980611,6
"373",507,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Atara",35.2,32,"Zohar & Marco 2012",NA,NA,7,35.9995656297486,38.9995990432027,6
"374",508,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein-el-Kelt",35.37,31.83,"Zohar & Marco 2012",NA,NA,7.5,12.7492312370274,19.6861092431998,6
"375",509,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Dok",35.43,31.88,"Zohar & Marco 2012",NA,NA,7.5,11.0635501977304,18.6387269677331,6
"376",510,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Harod",35.39,32.56,"Zohar & Marco 2012",NA,NA,6,84.8120707295765,86.1283190445436,6
"377",511,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Karem",35.17,31.77,"Zohar & Marco 2012",NA,NA,7,31.4313649624727,34.8271546843,6
"378",512,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Musa",35.73,31.76,"Zohar & Marco 2012",NA,NA,7,22.2309877880855,26.8182180249547,6
"379",513,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Kinia",35.15,31.93,"Zohar & Marco 2012",NA,NA,7,36.1148218962626,39.1060143788493,6
"380",514,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ein Fara'",35.35,32.29,"Zohar & Marco 2012",NA,NA,7,56.0881345933264,58.0592700794549,6
"381",515,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Aco",35.07,32.93,"Zohar & Marco 2012",NA,NA,6,131.539386715434,132.391881388069,6
"382",516,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Anab",34.93,31.39,"Zohar & Marco 2012",NA,NA,6,70.6258312803344,72.2011637304986,6
"383",517,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Afula",35.28,32.6,"Zohar & Marco 2012",NA,NA,6.5,91.0013982889826,92.2293580729587,6
"384",519,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ekron",34.83,31.85,"Zohar & Marco 2012",NA,NA,6.5,63.6715139542253,65.4145372927387,6
"385",521,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Petah Tikva",34.9,32.1,"Zohar & Marco 2012",NA,NA,5.5,65.7404194781356,67.4299840809801,6
"386",522,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Tzemach",35.58,32.71,"Zohar & Marco 2012",NA,NA,7,101.071720996161,102.178729612018,6
"387",523,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Safed",35.49,32.96,"Zohar & Marco 2012",NA,NA,6.5,128.486285065658,129.358901703646,6
"388",524,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Tzora",34.98,31.77,"Zohar & Marco 2012",NA,NA,6.5,49.3626471353131,51.5913842827021,6
"389",525,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Kabab",34.75,31.89,"Zohar & Marco 2012",NA,NA,7,71.6850085102411,73.2375617092305,6
"390",528,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Kalkilia",34.96,32.19,"Zohar & Marco 2012",NA,NA,5.5,66.8550497851576,68.5171342203971,6
"391",529,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Kiriat Anavim",35.12,31.81,"Zohar & Marco 2012",NA,NA,7,36.0002102539597,39.0001940806621,6
"392",530,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Rammala",35.2,31.9,"Zohar & Marco 2012",NA,NA,7.5,30.4773777242565,33.9686701674795,6
"393",531,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Rosh Ha'ayin",34.92,32.1,"Zohar & Marco 2012",NA,NA,6,64.1159368062892,65.847196998415,6
"394",532,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Amman",35.93,31.95,"Zohar & Marco 2012",NA,NA,8.5,43.9477514659969,46.4371064873451,6
"395",533,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Rehovot",34.81,31.9,"Zohar & Marco 2012",NA,NA,6.5,66.2384760328716,67.9156514152467,6
"396",534,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Reina",35.3,32.72,"Zohar & Marco 2012",NA,NA,7.5,103.625728270489,104.70573794969,6
"397",535,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ramle",34.87,31.92,"Zohar & Marco 2012",NA,NA,7,61.0840949482364,62.8988605273988,6
"398",536,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ramat Yishai",35.17,32.7,"Zohar & Marco 2012",NA,NA,5,104.420349017549,105.492223831649,6
"399",537,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Ramat Rachel",35.21,31.74,"Zohar & Marco 2012",NA,NA,7.5,28.2633988196034,31.9971828890601,6
"400",538,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Refidie",35.23,32.22,"Zohar & Marco 2012",NA,NA,8,53.0521895282643,55.1319763271995,6
"401",539,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Shunam",35.33,32.6,"Zohar & Marco 2012",NA,NA,6.5,90.0439281703309,91.2847687204372,6
"402",540,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Borochov Nei.",34.81,32.07,"Zohar & Marco 2012",NA,NA,5.5,71.7718850383274,73.322598712504,6
"403",541,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Nablus",35.25,32.21,"Zohar & Marco 2012",NA,NA,8,51.1853839522271,53.338012058352,6
"404",542,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Tel Aviv",34.77,32.07,"Zohar & Marco 2012",NA,NA,5.5,75.2268389885267,76.7077395326294,6
"405",543,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Tel Yosef",35.39,32.53,"Zohar & Marco 2012",NA,NA,6,81.5153179715091,82.883937309929,6
"406",544,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Dead sea North 1",35.53,31.76,"Zohar & Marco 2012",NA,NA,8.5,5.26294674967677,15.8964967363861,6
"407",545,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Dead sea North 2",35.46,31.73,"Zohar & Marco 2012",NA,NA,8.5,8.62891585161576,17.3048602645114,6
"408",546,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Dead sea North 3",35.5,31.74,"Zohar & Marco 2012",NA,NA,8.5,6.64491218473844,16.4059397153252,6
"409",547,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Jordan Bank",35.54,31.83,"Zohar & Marco 2012",NA,NA,8.5,5.03808291726518,15.8234724217297,6
"410",548,165,1927,7,22,2,45,46,35.5,31.8,15,6.1," Yarmuch fall",35.67,32.68,"Zohar & Marco 2012",NA,NA,7,98.7751693098432,99.9076276977298,6
"411",607,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.34,30.05,"Al-Tarazi 2000",NA,NA,6,198.034922815516,198.287242793245,7
"412",608,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.44,29.95,"Al-Tarazi 2000",NA,NA,7,132.015918459027,132.394118927468,7
"413",609,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.34,29.85,"Al-Tarazi 2000",NA,NA,6,183.357352970919,183.62984204236,7
"414",610,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.34,29.75,"Al-Tarazi 2000",NA,NA,7,114.269909451104,114.706635405122,7
"415",611,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.34,29.65,"Al-Tarazi 2000",NA,NA,7,104.18090349365,104.659737496103,7
"416",614,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.64,29.45,"Al-Tarazi 2000",NA,NA,8,73.6178712458377,74.2939497319178,7
"417",615,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.14,29.35,"Al-Tarazi 2000",NA,NA,7,88.5226044700615,89.0856413916572,7
"418",616,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",32.94,29.25,"Al-Tarazi 2000",NA,NA,5,187.912208671263,188.178102253456,7
"419",617,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",35.94,29.25,"Al-Tarazi 2000",NA,NA,7,121.712259039286,122.122373054434,7
"420",618,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",35.24,29.15,"Al-Tarazi 2000",NA,NA,8,57.7921019084227,58.650891237845,7
"421",619,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.64,29.05,"Al-Tarazi 2000",NA,NA,9,31.7677889533667,33.3045404560046,7
"422",621,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",35.84,28.95,"Al-Tarazi 2000",NA,NA,7,102.807372287701,103.292573773248,7
"423",622,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.64,28.85,"Al-Tarazi 2000",NA,NA,9,16.5681032119167,19.3520552924159,7
"424",624,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",35.14,28.75,"Al-Tarazi 2000",NA,NA,8,33.6588267322658,35.1129123969045,7
"425",625,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.54,28.65,"Al-Tarazi 2000",NA,NA,6,124.210611397358,124.612503320114,7
"426",627,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.74,28.55,"Al-Tarazi 2000",NA,NA,9,28.2863844386905,30.0019923440659,7
"427",628,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.04,28.45,"Al-Tarazi 2000",NA,NA,5,176.411855462414,176.695055809979,7
"428",630,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.84,28.35,"Al-Tarazi 2000",NA,NA,8,49.9618623831345,50.9527986747664,7
"429",631,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.14,28.25,"Al-Tarazi 2000",NA,NA,5,173.509592895966,173.797522499384,7
"430",632,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",36.24,28.25,"Al-Tarazi 2000",NA,NA,6,153.531174811196,153.856496901841,7
"431",633,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.74,28.15,"Al-Tarazi 2000",NA,NA,6,126.295535073942,126.690813319725,7
"432",635,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.24,28.05,"Al-Tarazi 2000",NA,NA,7,99.5035590043566,100.004791157891,7
"433",636,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.24,27.95,"Al-Tarazi 2000",NA,NA,5,179.529932189249,179.80822159144,7
"434",638,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.94,27.85,"Al-Tarazi 2000",NA,NA,6,134.788127091465,135.158570593303,7
"435",640,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",35.74,27.75,"Al-Tarazi 2000",NA,NA,6,148.358407137569,148.695046885889,7
"436",642,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",36.34,27.65,"Al-Tarazi 2000",NA,NA,5,197.605587389306,197.858454879928,7
"437",643,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.54,27.55,"Al-Tarazi 2000",NA,NA,6,140.68317646749,141.038137186305,7
"438",644,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",36.24,27.55,"Al-Tarazi 2000",NA,NA,5,197.825792444326,198.078378820671,7
"439",645,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.94,27.45,"Al-Tarazi 2000",NA,NA,6,150.045273263768,150.37813680452,7
"440",646,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.94,27.35,"Al-Tarazi 2000",NA,NA,5,181.379644797301,181.65510052513,7
"441",647,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",33.94,27.25,"Al-Tarazi 2000",NA,NA,5,191.257207931572,191.518457559005,7
"442",650,166,1995,11,22,4,15,1,34.8,28.8,10,7.2,"",34.94,27.05,"Al-Tarazi 2000",NA,NA,5,194.167196088303,194.424535583329,7
