EventID,date,year,month,day,hour,minute,second,epi_lon,epi_lat,depth,magnitude,Intensity location,lon,lat,Intensity (EMS-92),Note,Source,Conservative Int,Least Int,MeanInt,R_epi
179,,1157,4,2,,,,36.6,35.4,22,5.8,,36.4,35.4,,,Guidoboni,,,7,
179,,1157,4,2,,,,36.6,35.4,22,5.8,,37.2,36.2,,,Guidoboni,,,7,
179,,1157,4,2,,,,36.6,35.4,22,5.8,,36.7,35.2,,,Guidoboni,,,7,
179,,1157,4,2,,,,36.6,35.4,22,5.8,,36.6,35.5,,,Guidoboni,,,7,
179,,1157,4,2,,,,36.6,35.4,22,5.8,,36.6,35.3,,,Guidoboni,,,7,
179,,1157,4,2,,,,36.6,35.4,22,5.8,,36.3,33.5,,,Guidoboni,,,5,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,36.4,35.4,,,Guidoboni,,,8,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,36.6,35.5,,,Guidoboni,,,8,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,36.7,35.2,,,Guidoboni,,,8,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,36.7,34.7,,,Guidoboni,,,8,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,37.2,36.2,,,Guidoboni,,,7,
179,,1157,7,5,,,,36.6,35.2,22,6.6,,36.3,33.5,,,Guidoboni,,,5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.1,34.5,,,Guidoboni,,,10,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,37.2,36.2,,,Guidoboni,,,10,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.2,34.5,,,Guidoboni,,,10,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,35.9,34.4,,,Guidoboni,,,10,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.1,36.2,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.2,34.3,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.4,34.9,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,35.9,35.4,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.7,35.2,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.5,36.2,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.7,34.7,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.3,34.8,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,35.8,35.5,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.0,35.2,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.6,35.3,,,Guidoboni,,,9,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.1,34.8,,,Guidoboni,,,8.5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,36.3,33.5,,,Guidoboni,,,7.5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,35.2,33.3,,,Guidoboni,,,7,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,39.0,36.0,,,Guidoboni,,,6,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,38.8,37.1,,,Guidoboni,,,6,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,39.4,36.9,,,Guidoboni,,,6,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,35.2,31.8,,,Guidoboni,,,5.5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,40.8,37.3,,,Guidoboni,,,5.5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,40.7,37.3,,,Guidoboni,,,5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,41.2,37.1,,,Guidoboni,,,5,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,44.4,33.3,,,Guidoboni,,,4,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,43.1,36.3,,,Guidoboni,,,4,
180,,1170,6,29,,,,36.6,34.7,35,7.1,,41.9,36.3,,,Guidoboni,,,4,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.1,34.5,,,Guidoboni,,,10,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.7,34.7,,,Guidoboni,,,8,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.1,34.8,,,Guidoboni,,,10,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.0,35.2,,,Guidoboni,,,7,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.1,32.9,,,Guidoboni,,,9.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.4,34.9,,,Guidoboni,,,8,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.9,33.3,,,Guidoboni,,,9.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.3,34.8,,,Guidoboni,,,7,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.3,32.2,,,Guidoboni,,,9.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,31.3,30.1,,,Guidoboni,,,6.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.2,34.3,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.2,31.8,,,Guidoboni,,,6,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.7,33.2,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.9,34.9,,,Guidoboni,,,6,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.5,32.8,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,36.1,36.2,,,Guidoboni,,,5.5,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.7,34.1,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,37.2,36.2,,,Guidoboni,,,5,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.4,33.2,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.2,33.3,,,Guidoboni,,,9,
181,,1202,5,20,,,,35.6,33.4,30,7,,35.5,33.0,,,Guidoboni,,,9,
