EventID,date,year,month,day,hour,minute,second,epi_lon,epi_lat,depth,magnitude,Intensity location,lon,lat,Intensity (EMS-92),Note,Source,Conservative Int,Least Int,MeanInt,R_epi
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Tripoli,35.83,34.44,7,,SBEI2005,7,7,7,82.31871176
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Acre,35.08,32.93,7,,SBEI2005,7,7,7,114.1941498
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Homs,36.72,34.77,06-Jul,,SBEI2005,7,6,6.5,140.7540877
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Hama,36.75,35.13,06-Jul,,SBEI2005,7,6,6.5,177.4268697
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,An-Nasra,35.3,32.7,06-Jul,,SBEI2005,7,6,6.5,124.3095092
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Hosn Al-Akrad,36.29,34.76,06-Jul,,SBEI2005,7,6,6.5,122.9939515
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Lattakia,35.78,35.53,05-Jun,,SBEI2005,6,5,5.5,203.7827538
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Al-Quds,35.23,31.78,05-Jun,,SBEI2005,6,5,5.5,222.6195599
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Gaza,34.48,31.52,05-Jun,,SBEI2005,6,5,5.5,276.9447021
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Antioch,36.16,36.2,05-Jun,,SBEI2005,6,5,5.5,278.6046193
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Aleppo,37.15,36.21,5,,SBEI2005,5,5,5,301.5241762
81,1759/11/25,1759,11,25,19,23,0,35.9,33.7,,7.4,Tarba,36.77,32.8,5,,SBEI2005,5,5,5,128.5043647
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Qalaat Al-Marqeb,35.95,35.15,8,,SBEI2005,8,8,8,28.16390899
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Al-Qadmous,36.16,35.1,8,,SBEI2005,8,8,8,22.36533364
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Nahr Al-Kabir,36.1,34.52,07-Aug,,SBEI2005,8,7,7.5,87.41761624
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Jableh,35.97,35.16,07-Aug,,SBEI2005,8,7,7.5,26.39474648
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Bkas,36.28,35.86,07-Aug,,SBEI2005,8,7,7.5,62.18461946
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Lattakia,35.78,35.53,7,,SBEI2005,7,7,7,45.85518201
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Saida,35.61,33.49,5,,SBEI2005,5,5,5,208.9266419
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Aleppo,37.15,36.21,4,,SBEI2005,4,4,4,132.6018434
88,1796/04/26,1796,4,26,1,1,1,36.2,35.3,20,6.7,Tripoli,35.83,34.44,5,,SBEI2005,5,5,5,101.5850461
89,1802,1802,1,1,1,1,1,36.2,34,,6.1,Baalbak,36.21,34,6,,SBEI2005,6,6,6,1.143531026
91,1814,1814,1,1,1,1,1,35.8,32.8,,6,Al-Laja,36.39,32.93,06-Jul,,SBEI2005,7,6,6.5,56.65522687
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Jisr Ash'Shoughour,36.32,35.81,9,,SBEI2005,9,9,9,105.7513256
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Quseir,36.58,34.51,9,,SBEI2005,9,9,9,243.8067444
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Aleppo,37.15,36.21,08-Sep,,SBEI2005,9,8,8.5,64.89151946
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Darkoush,36.39,35.99,08-Sep,,SBEI2005,9,8,8.5,84.91741413
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Antioch,36.16,36.2,8,,SBEI2005,8,8,8,76.85597643
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Iskenderun,36.17,36.58,8,,SBEI2005,8,8,8,53.82682381
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Idleb,36.63,35.93,8,,SBEI2005,8,8,8,85.88827161
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Sarmeen,36.72,35.9,8,,SBEI2005,8,8,8,89.00607015
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Kelless,37.12,36.72,8,,SBEI2005,8,8,8,33.15472605
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Armanaz,36.5,36.08,07-Aug,,SBEI2005,8,7,7.5,72.12946711
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Lattakia,35.78,35.53,7,,SBEI2005,7,7,7,156.5784596
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Homs,36.72,34.77,7,,SBEI2005,7,7,7,214.5134443
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Hama,36.75,35.13,7,,SBEI2005,7,7,7,174.2057557
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Maraash,36.93,37.58,7,,SBEI2005,7,7,7,99.55689877
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Ram Hamadan,36.71,36.03,7,,SBEI2005,7,7,7,75.06397614
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Bennesh,36.71,35.96,7,,SBEI2005,7,7,7,82.55942116
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Maarret Missrin,36.67,36,7,,SBEI2005,7,7,7,78.19340701
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Damascus,36.29,33.51,3,,SBEI2005,3,3,3,356.8173294
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Gaza,34.48,31.52,3,,SBEI2005,3,3,3,613.1627342
93,1822/08/13,1822,8,13,1,1,1,36.75,36.7,18,7.4,Al-Quds,35.23,31.78,3,,SBEI2005,3,3,3,564.741282
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Safad,35.5,32.96,07-Aug,,SBEI2005,8,7,7.5,37.29107877
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Nablus,35.26,32.23,07-Aug,,SBEI2005,8,7,7.5,121.6016785
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Beit Lahm,35.2,31.71,07-Aug,,SBEI2005,8,7,7.5,179.4517872
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Al-Khalil,35.1,31.53,07-Aug,,SBEI2005,8,7,7.5,200.0862039
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Tabariya,35.53,32.8,7,,SBEI2005,7,7,7,56.1320785
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Beirut,35.5,33.89,06-Jul,,SBEI2005,7,6,6.5,65.45400855
97,1837/01/01,1837,1,1,1,1,1,35.5,33.3,,7,Damascus,36.29,33.51,6,,SBEI2005,6,6,6,77.23727264
100,1845/02/21,1845,2,21,1,1,1,33.4,35.15,,5,Antioch,36.16,36.2,5,,SBEI2005,5,5,5,275.2315671
106,1868/04/16,1868,2,20,3,15,1,33,32,,5.6,Aleppo,37.15,36.21,3,,SBEI2005,3,3,3,604.1089662
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Harem,36.57,36.14,8,,SBEI2005,8,8,8,32.81097693
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Armanaz,36.5,36.08,8,,SBEI2005,8,8,8,36.33620888
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Buhyret Al-Amq,36.16,36.2,07-Aug,,SBEI2005,8,7,7.5,31.1371522
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Antioch,36.16,36.2,07-Aug,,SBEI2005,8,7,7.5,31.1371522
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Aleppo,37.15,36.21,7,,SBEI2005,7,7,7,70.16187046
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Suaidiya,35.92,36.12,7,,SBEI2005,7,7,7,52.71208812
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Izaz,37.03,36.35,06-Jul,,SBEI2005,7,6,6.5,56.67645016
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Idleb,36.63,35.93,06-Jul,,SBEI2005,7,6,6.5,55.95910924
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Iskenderun,36.17,36.58,06-Jul,,SBEI2005,7,6,6.5,29.14682695
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Hama,36.75,35.13,4,,SBEI2005,4,4,4,144.3435011
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Homs,36.72,34.77,4,,SBEI2005,4,4,4,183.3749792
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Tripoli,35.83,34.44,4,,SBEI2005,4,4,4,224.166717
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Damascus,36.29,33.51,3,,SBEI2005,3,3,3,321.1705241
108,1872/04/03,1872,4,3,7,45,1,36.4,36.4,10,7.2,Rhodos,28.22,36.43,3,,SBEI2005,3,3,3,731.9623931
116,1896/05/12,1896,5,2,1,1,1,36,34,,5.5,Baalbak,36.21,34,5,,SBEI2005,5,5,5,19.46112245
117,1896/05/14,1896,5,2,1,1,1,36,34,,5.5,Antioch,36.16,36.2,5,,SBEI2005,5,5,5,244.6666241
117,1896/05/14,1896,5,2,1,1,1,36,34,,5.5,Jisr Ash'Shoughour,36.32,35.81,3,,SBEI2005,3,3,3,203.852204
117,1896/05/14,1896,5,2,1,1,1,36,34,,5.5,Aleppo,37.15,36.21,3,,SBEI2005,3,3,3,267.1505128
117,1896/05/14,1896,5,2,1,1,1,36,34,,5.5,Kelless,37.12,36.72,3,,SBEI2005,3,3,3,318.9070285
118,1896/06/29,1896,6,29,4,5,1,33.1,34.45,,6.5,Bisri,35.54,33.58,4,,SBEI2005,4,4,4,244.7344914
118,1896/06/29,1896,6,29,4,5,1,33.1,34.45,,6.5,Shouf,35.59,33.65,4,,SBEI2005,4,4,4,245.9085374
118,1896/06/29,1896,6,29,4,5,1,33.1,34.45,,6.5,Cairo,31.24,30.04,4,,SBEI2005,4,4,4,520.2741936
165,,1927,,,,,,35.5,31.8,15,6.1, Abu-Gosh,35.1,31.8,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Abu-Dis,35.26,31.76,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Abu-Tlul,34.87,31.19,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Um-el-Fahm,35.15,32.51,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Um Juni,35.56,32.7,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, El Hama,35.66,32.68,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, El Arish,33.76,31.15,,,ZOHAR2012,,,4.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Alexandria,29.9,31.2,,,ZOHAR2012,,,3,
165,,1927,,,,,,35.5,31.8,15,6.1, A-Salt,35.72,32.04,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Irbid,35.85,32.56,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, A-Ram,35.23,31.85,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Beer Sheva,34.8,31.24,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bira,35.22,31.91,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Alfa,35.42,32.51,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Jala,35.18,31.72,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Govrin,34.89,31.6,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Gimal,34.97,31.72,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet HaKerem,35.2,31.78,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Lehem,35.2,31.7,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Likia,35.06,31.86,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Shean,35.5,32.49,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Bet Sorik,35.15,31.82,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Binyamina,34.94,32.52,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Batir,35.14,31.73,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Gedera,34.77,31.81,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Gimzoo,34.95,31.92,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Jiftlik,35.48,32.14,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Jaljulia,34.95,32.15,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Genin,35.3,32.46,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Jeser Magmi,35.56,32.63,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Jeresh,35.9,32.28,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Gesher,35.55,32.62,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Alenbi Bridge,35.54,31.87,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Bnot ‹¨½‹ó?‹ó? Yaa'kov,35.63,33.01,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Daharia,34.98,31.41,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Dir-a-Shech,35.07,31.74,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Demaskus,36.3,33.52,,,ZOHAR2012,,,4.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Daraa',36.07,32.63,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Zeitim Mountain,35.25,31.78,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Toov Mountain,35.01,31.76,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Carmel Mountain,35.04,32.75,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Zofim Mountain,35.25,31.8,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Herzelia,34.8,32.16,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Vadi Shueib,35.61,31.91,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Zarka,36.09,32.07,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Zichron Yaa'kov,34.94,32.57,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Zarka Maein,35.73,31.68,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Hebron,35.1,31.53,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Haifa,35,32.81,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Tabha,35.53,32.87,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Tiberias,35.54,32.78,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Tool-Karem,35.02,32.3,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Tapila,35.61,30.84,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Yalo,35.02,31.83,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Yavne,34.75,31.87,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Jafa,34.75,32.06,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Jerusalem,35.22,31.78,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Armon-HaNatziv,35.25,31.74,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Holly Mountain,35.24,31.78,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Jericho,35.45,31.86,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Jru. ‹¨½‹ó?‹ó? Jericho Road 1,35.4,31.8,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Jre. ‹¨½‹ó?‹ó? Jericho Road 2,35.41,31.81,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Amman ‹¨½‹ó?‹ó? Jordan Road,35.64,31.82,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Michmach Village,35.27,31.86,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Shiloach Village,35.24,31.76,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Kafaringi,35.7,32.29,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Karach,35.69,31.18,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Lod,34.89,31.95,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Migdal,35.5,32.84,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Migdal Yava,34.95,32.08,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Midba,35.79,31.73,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Moza,35.16,31.79,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Maa'n,35.72,30.19,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Maa'yan Elisha,35.43,31.87,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Mrar,35.4,32.88,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Masada,35.36,31.31,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Merhavia,35.31,32.59,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Mar-sava,35.34,31.71,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Meslovia,35.63,31.76,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Nabi ‹¨½‹ó?‹ó? Musa,35.43,31.78,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Nahalal,35.19,32.68,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Naharia,35.09,33.01,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Sorek River,34.87,31.8,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Nes-Ziona,34.8,31.92,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Nazeret,35.3,32.7,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Salfit,35.18,32.08,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Sweida,36.58,32.7,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Abadia,35.55,32.68,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ajloon,35.74,32.33,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Gaza,34.46,31.5,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Azraa',36.24,32.85,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Atara,35.2,32,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein-el-Kelt,35.37,31.83,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Dok,35.43,31.88,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Harod,35.39,32.56,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Karem,35.17,31.77,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Musa,35.73,31.76,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Kinia,35.15,31.93,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ein Fara',35.35,32.29,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Aco,35.07,32.93,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Anab,34.93,31.39,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Afula,35.28,32.6,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Akaba,35,29.53,,,ZOHAR2012,,,4,
165,,1927,,,,,,35.5,31.8,15,6.1, Ekron,34.83,31.85,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Pki'in,35.33,32.97,,,ZOHAR2012,,,4.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Petah Tikva,34.9,32.1,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Tzemach,35.58,32.71,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Safed,35.49,32.96,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Tzora,34.98,31.77,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Kabab,34.75,31.89,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Cairo,31.2,30.04,,,ZOHAR2012,,,3.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Kunetra,35.82,33.12,,,ZOHAR2012,,,4,
165,,1927,,,,,,35.5,31.8,15,6.1, Kalkilia,34.96,32.19,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Kiriat Anavim,35.12,31.81,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Rammala,35.2,31.9,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Rosh Ha'ayin,34.92,32.1,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Amman,35.93,31.95,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Rehovot,34.81,31.9,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Reina,35.3,32.72,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Ramle,34.87,31.92,,,ZOHAR2012,,,7,
165,,1927,,,,,,35.5,31.8,15,6.1, Ramat Yishai,35.17,32.7,,,ZOHAR2012,,,5,
165,,1927,,,,,,35.5,31.8,15,6.1, Ramat Rachel,35.21,31.74,,,ZOHAR2012,,,7.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Refidie,35.23,32.22,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Shunam,35.33,32.6,,,ZOHAR2012,,,6.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Borochov Nei.,34.81,32.07,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Nablus,35.25,32.21,,,ZOHAR2012,,,8,
165,,1927,,,,,,35.5,31.8,15,6.1, Tel Aviv,34.77,32.07,,,ZOHAR2012,,,5.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Tel Yosef,35.39,32.53,,,ZOHAR2012,,,6,
165,,1927,,,,,,35.5,31.8,15,6.1, Dead sea North 1,35.53,31.76,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Dead sea North 2,35.46,31.73,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Dead sea North 3,35.5,31.74,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Jordan Bank,35.54,31.83,,,ZOHAR2012,,,8.5,
165,,1927,,,,,,35.5,31.8,15,6.1, Yarmuch fall,35.67,32.68,,,ZOHAR2012,,,7,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.20329,31.92157,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.94503,31.95522,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.83333,32.5,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.08796,32.07275,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,32.3,31.1,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,32.28411,31.25654,,,AL-TARAZI1999,,,3,
166,,1995,,,,,,34.8,28.8,10,7.2,,32.3,29.7,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.66667,32,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,33.7,30.5,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.85,32.55556,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,36.04639,32.01778,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.64966,31.79213,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.7913,31.25181,,,AL-TARAZI1999,,,6,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.81831,31.9545,,,AL-TARAZI1999,,,5,
166,,1995,,,,,,34.8,28.8,10,7.2,,34.85992,32.33291,,,AL-TARAZI1999,,,4,
166,,1995,,,,,,34.8,28.8,10,7.2,,35.0938,31.52935,,,AL-TARAZI1999,,,6,
